Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WPts,LPts,Pos,WPos,LPos,WOffRtg,LOffRtg,WDefRtg,LDefRtg,WNetRtg,LNetRtg,WAstR,LAstR,WTOR,LTOR,WTSP,LTSP,WeFGP,LeFGP,WFTAR,LFTAR,WORP,LORP,WDRP,LDRP,WRP,LRP,WPIE,LPIE
2003,136,1266,72,1221,68,N,0,22,51,9,16,19,23,11,20,14,10,4,3,23,24,54,5,15,15,25,14,20,14,9,4,1,20,90,78,57.6576,57.7152,57.599999999999994,155.93812375249502,135.41666666666669,135.41666666666669,155.93812375249502,20.52145708582833,-20.52145708582833,16.44736842105263,15.909090909090908,11.748120300751879,10.227272727272727,73.62565445026178,60.0,0.5196078431372549,0.49074074074074076,0.45098039215686275,0.46296296296296297,0.3548387096774194,0.4117647058823529,0.5882352941176471,0.6451612903225806,0.47692307692307695,0.5230769230769231,0.5587044534412956,0.44129554655870445
2003,136,1281,72,1356,71,N,0,28,52,5,13,11,18,9,32,7,23,4,6,19,26,65,8,19,11,21,11,18,19,13,6,0,19,82,87,72.07679999999999,70.9632,73.1904,115.55284992784993,118.8680482686254,118.8680482686254,115.55284992784993,-3.315198340775467,3.315198340775467,7.784697508896797,17.884036144578314,25.578291814946617,12.236445783132531,68.42456608811749,58.59375000000001,0.5865384615384616,0.46153846153846156,0.34615384615384615,0.3230769230769231,0.3333333333333333,0.2558139534883721,0.7441860465116279,0.6666666666666666,0.5857142857142857,0.4142857142857143,0.5219298245614035,0.4780701754385965
2003,136,1323,70,1454,69,N,0,23,54,3,13,21,25,11,33,7,20,6,6,19,23,66,8,23,15,20,14,23,15,12,11,3,25,76,85,70.464,71.03999999999999,69.88799999999999,106.98198198198199,121.62316849816852,121.62316849816852,106.98198198198199,-14.641186516186536,14.641186516186536,7.608695652173913,14.734774066797643,21.73913043478261,11.787819253438114,58.46153846153846,56.81818181818182,0.4537037037037037,0.4090909090909091,0.46296296296296297,0.30303030303030304,0.3235294117647059,0.2978723404255319,0.7021276595744681,0.6764705882352942,0.5432098765432098,0.4567901234567901,0.4956140350877193,0.5043859649122807
2003,136,1328,71,1354,54,N,0,24,52,10,18,13,24,11,24,16,14,8,3,12,21,52,6,20,6,8,7,22,8,18,7,2,23,91,66,63.398399999999995,62.9376,63.859199999999994,144.58765507423226,103.35237522549609,103.35237522549609,144.58765507423226,41.23527984873617,-41.23527984873617,17.28608470181504,9.813542688910696,15.125324114088158,22.080471050049066,72.730179028133,59.43804034582132,0.5576923076923077,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.3333333333333333,0.22580645161290322,0.7741935483870968,0.6666666666666666,0.546875,0.453125,0.7074235807860262,0.2925764192139738
2003,136,1390,77,1360,69,N,0,29,64,8,24,11,15,12,29,16,14,4,8,24,20,61,4,18,25,32,17,25,7,11,3,0,18,93,77,68.0064,69.696,66.3168,133.43663911845732,116.10934182590233,116.10934182590233,133.43663911845732,17.327297292554988,-17.327297292554988,15.904572564612327,7.52041254834551,13.916500994035786,11.817791147400087,65.86402266288952,51.278636121470434,0.515625,0.36065573770491804,0.234375,0.5245901639344263,0.32432432432432434,0.3695652173913043,0.6304347826086957,0.6756756756756757,0.4939759036144578,0.5060240963855421,0.6329113924050633,0.3670886075949367
2003,136,1409,84,1173,71,N,0,33,57,8,12,10,13,8,26,18,12,6,1,11,28,66,9,28,6,9,12,16,11,11,3,3,19,100,89,65.12639999999999,64.0512,66.20159999999998,156.12509992006395,134.4378383604022,134.4378383604022,156.12509992006395,21.68726155966175,-21.68726155966175,19.413287316652287,11.961722488038278,12.942191544434857,11.961722488038278,79.71938775510205,63.60777587192682,0.6491228070175439,0.49242424242424243,0.22807017543859648,0.13636363636363635,0.3333333333333333,0.3157894736842105,0.6842105263157895,0.6666666666666666,0.5483870967741935,0.45161290322580644,0.653125,0.346875
2003,136,1458,81,1451,74,N,0,31,58,6,16,13,22,10,24,16,9,7,2,16,29,71,7,24,9,15,22,21,9,10,4,0,20,93,88,63.4944,64.0128,62.97599999999999,145.28344331133775,139.7357723577236,139.7357723577236,145.28344331133775,5.547670953614158,-5.547670953614158,17.263703064307293,9.316770186335404,9.710832973672852,10.351966873706004,68.70567375886525,56.701030927835056,0.5862068965517241,0.45774647887323944,0.3793103448275862,0.2112676056338028,0.3225806451612903,0.4782608695652174,0.5217391304347826,0.6774193548387096,0.44155844155844154,0.5584415584415584,0.6071428571428571,0.39285714285714285
2003,137,1120,65,1386,63,N,1,25,57,7,18,8,13,14,24,11,15,4,5,16,22,59,6,24,13,16,15,21,11,12,8,4,19,79,75,60.844800000000006,61.1712,60.51840000000001,129.14574178698473,123.92925126903552,123.92925126903552,129.14574178698473,5.216490517949211,-5.216490517949211,12.398557258791705,12.353998203054806,16.90712353471596,13.477088948787062,62.97831632653061,56.783767413688665,0.5,0.423728813559322,0.22807017543859648,0.2711864406779661,0.4,0.38461538461538464,0.6153846153846154,0.6,0.5135135135135135,0.4864864864864865,0.5265486725663717,0.47345132743362833
2003,137,1139,47,1280,46,N,0,18,47,5,18,6,8,7,19,5,8,3,0,15,16,44,6,21,8,14,8,22,10,10,6,4,13,57,58,49.7664,49.4592,50.07359999999999,115.2465062111801,115.82949897750514,115.82949897750514,115.2465062111801,-0.5829927663250345,0.5829927663250345,7.87153652392947,14.253135689851769,12.594458438287154,14.253135689851769,56.41330166270784,57.81499202551834,0.43617021276595747,0.4318181818181818,0.1702127659574468,0.3181818181818182,0.2413793103448276,0.2962962962962963,0.7037037037037037,0.7586206896551724,0.4642857142857143,0.5357142857142857,0.4267515923566879,0.5732484076433121
2003,137,1196,85,1358,55,N,0,32,61,13,28,8,14,9,31,24,10,6,3,15,19,57,6,18,11,18,12,25,10,16,1,4,16,111,67,65.7984,65.4336,66.1632,169.63761737089203,101.26475140259237,101.26475140259237,169.63761737089203,68.37286596829966,-68.37286596829966,23.72479240806643,10.998680158380994,9.885330170027679,17.59788825340959,82.6384752829065,51.60197165742452,0.6311475409836066,0.38596491228070173,0.22950819672131148,0.3157894736842105,0.2647058823529412,0.27906976744186046,0.7209302325581395,0.7352941176470589,0.5194805194805194,0.4805194805194805,0.7763157894736842,0.2236842105263158
2003,137,1231,67,1104,62,N,0,19,49,7,18,22,26,13,22,15,8,1,2,17,22,52,5,12,13,16,9,20,13,8,2,6,21,81,72,54.4704,53.22239999999999,55.7184,152.19155844155844,129.22122674017916,129.22122674017916,152.19155844155844,22.97033170137928,-22.97033170137928,17.97698945349952,16.241879060469767,9.587727708533079,9.995002498750626,67.00860357379219,60.97560975609756,0.45918367346938777,0.47115384615384615,0.5306122448979592,0.3076923076923077,0.3939393939393939,0.2903225806451613,0.7096774193548387,0.6060606060606061,0.546875,0.453125,0.5625,0.4375
2003,137,1246,95,1237,64,N,0,40,65,10,20,5,11,10,25,22,13,7,4,17,22,60,4,15,16,22,15,18,10,19,7,1,15,115,72,70.3296,69.9264,70.7328,164.4586307889438,101.7915309446254,101.7915309446254,164.4586307889438,62.667099844318386,-62.667099844318386,20.98435711560473,10.133765707336845,12.399847386493704,19.254154843940007,82.33104238258878,51.66475315729046,0.6923076923076923,0.4,0.16923076923076924,0.36666666666666664,0.35714285714285715,0.375,0.625,0.6428571428571429,0.5147058823529411,0.4852941176470588,0.756578947368421,0.24342105263157895
2003,137,1257,86,1122,64,N,0,35,70,8,24,8,13,15,29,18,12,12,4,22,24,54,2,21,14,22,8,21,11,18,5,3,18,102,68,70.27199999999999,69.8112,70.7328,146.10836083608362,96.13644589214621,96.13644589214621,146.10836083608362,49.971914943937406,-49.971914943937406,17.0261066969353,11.868795856711264,11.350737797956867,19.421665947345705,67.35340729001585,53.391959798994975,0.5571428571428572,0.46296296296296297,0.18571428571428572,0.4074074074074074,0.4166666666666667,0.21621621621621623,0.7837837837837838,0.5833333333333334,0.6027397260273972,0.3972602739726027,0.7255639097744361,0.2744360902255639
2003,137,1268,75,1423,73,N,0,27,54,10,19,11,15,8,27,17,13,3,3,20,20,55,13,29,20,26,10,19,16,8,7,1,19,95,99,62.41919999999999,62.97599999999999,61.862399999999994,150.85111788617888,160.03258845437617,160.03258845437617,150.85111788617888,-9.181470568197284,9.181470568197284,18.763796909492275,17.69128704113224,14.348785871964681,8.84564352056612,78.38283828382838,74.50331125827815,0.5925925925925926,0.4818181818181818,0.2777777777777778,0.4727272727272727,0.2962962962962963,0.2702702702702703,0.7297297297297297,0.7037037037037037,0.546875,0.453125,0.5154320987654321,0.4845679012345679
2003,137,1277,79,1160,64,N,0,26,56,7,13,20,25,10,28,16,11,5,1,18,26,60,5,14,7,17,12,23,9,13,6,8,19,93,74,65.5104,65.28,65.74080000000001,142.46323529411765,112.56327881619936,112.56327881619936,142.46323529411765,29.899956477918295,-29.899956477918295,17.02127659574468,10.05811354492624,11.702127659574469,14.528386231560125,69.40298507462687,54.83106105512744,0.5267857142857143,0.475,0.44642857142857145,0.2833333333333333,0.30303030303030304,0.3,0.7,0.696969696969697,0.5205479452054794,0.4794520547945205,0.6447876447876448,0.3552123552123552
2003,137,1329,77,1335,63,N,0,27,50,7,20,16,28,10,15,15,11,12,0,17,20,41,8,18,15,16,2,13,17,18,5,0,20,91,79,61.132799999999996,60.78719999999999,61.4784,149.70256896188673,128.50041640641265,128.50041640641265,149.70256896188673,21.202152555474072,-21.202152555474072,16.983695652173914,20.472061657032757,12.454710144927537,21.676300578034684,73.01026957637997,82.22314737718568,0.61,0.5853658536585366,0.56,0.3902439024390244,0.43478260869565216,0.11764705882352941,0.8823529411764706,0.5652173913043478,0.625,0.375,0.5769230769230769,0.4230769230769231
2003,137,1338,87,1447,61,N,0,33,59,9,16,12,21,10,23,22,9,14,6,19,21,51,7,21,12,18,9,20,13,19,6,2,20,105,75,65.35679999999999,64.5504,66.1632,162.66359309934563,113.35606500290191,113.35606500290191,162.66359309934563,49.30752809644372,-49.30752809644372,22.168480451430877,14.298284205895293,9.068923821039904,20.89749230092389,76.93434935521688,63.645621181262726,0.635593220338983,0.4803921568627451,0.3559322033898305,0.35294117647058826,0.3333333333333333,0.28125,0.71875,0.6666666666666666,0.532258064516129,0.46774193548387094,0.7100977198697068,0.2899022801302932
2003,137,1345,80,1261,56,N,0,27,52,9,16,17,19,8,25,7,19,9,1,18,20,60,6,26,10,17,17,18,7,16,7,3,13,98,68,66.1632,68.5056,63.8208,143.05399850523168,106.54833533894904,106.54833533894904,143.05399850523168,36.50566316628263,-36.50566316628263,8.10560444650301,7.736516357206012,22.000926354793886,17.68346595932803,81.17958913187542,50.38529934795495,0.6057692307692307,0.38333333333333336,0.36538461538461536,0.2833333333333333,0.3076923076923077,0.40476190476190477,0.5952380952380952,0.6923076923076923,0.4852941176470588,0.5147058823529411,0.7004405286343612,0.29955947136563876
2003,137,1393,76,1264,65,N,0,30,52,4,11,12,15,11,28,16,18,5,9,17,22,61,6,21,15,18,14,14,16,11,9,2,14,84,77,63.129599999999996,62.97599999999999,63.2832,133.38414634146343,121.67526294498381,121.67526294498381,133.38414634146343,11.70888339647962,-11.70888339647962,17.278617710583156,16.680567139282736,19.43844492440605,11.46788990825688,71.67235494880546,55.861868833430066,0.6153846153846154,0.4098360655737705,0.28846153846153844,0.29508196721311475,0.44,0.3333333333333333,0.6666666666666666,0.56,0.582089552238806,0.417910447761194,0.5928571428571429,0.40714285714285714
2003,137,1400,82,1421,61,N,0,31,62,6,16,14,20,19,28,15,14,6,2,16,23,62,5,21,10,12,13,16,5,11,9,3,16,94,71,62.91839999999999,63.16799999999999,62.6688,148.80952380952382,113.29401552287581,113.29401552287581,148.80952380952382,35.515508286648014,-35.515508286648014,15.030060120240481,6.003842459173871,14.02805611222445,13.208453410182516,66.38418079096046,52.764565992865634,0.5483870967741935,0.4112903225806452,0.3225806451612903,0.1935483870967742,0.5428571428571428,0.3170731707317073,0.6829268292682927,0.45714285714285713,0.618421052631579,0.3815789473684211,0.6784313725490196,0.3215686274509804
2003,137,1428,60,1332,58,N,0,18,61,9,23,15,18,13,23,8,15,7,4,22,19,55,3,17,17,24,13,29,8,17,6,2,22,78,64,67.4304,68.0832,66.7776,114.5657078398195,95.84052137243626,95.84052137243626,114.5657078398195,18.72518646738324,-18.72518646738324,8.703220191470844,8.8339222614841,16.318537859007833,18.77208480565371,56.58734764944863,48.81025015253203,0.36885245901639346,0.37272727272727274,0.29508196721311475,0.43636363636363634,0.30952380952380953,0.3611111111111111,0.6388888888888888,0.6904761904761905,0.46153846153846156,0.5384615384615384,0.5608108108108109,0.4391891891891892
2003,137,1448,76,1190,73,N,0,29,69,6,23,12,20,19,29,13,19,8,9,19,24,60,5,10,20,28,13,25,7,15,12,4,20,88,83,73.01759999999999,74.68799999999999,71.34719999999999,117.8234790059983,116.33252601363475,116.33252601363475,117.8234790059983,1.490952992363546,-1.490952992363546,11.839708561020037,7.421543681085667,17.304189435336976,15.903307888040713,56.55526992287918,57.383849557522126,0.463768115942029,0.44166666666666665,0.2898550724637681,0.4666666666666667,0.4318181818181818,0.30952380952380953,0.6904761904761905,0.5681818181818182,0.5581395348837209,0.4418604651162791,0.5387755102040817,0.46122448979591835
2003,137,1462,71,1407,59,N,0,26,64,6,20,13,18,17,30,19,10,5,4,11,23,65,11,29,2,6,12,21,13,9,6,6,19,83,81,62.1888,62.3232,62.0544,133.176730334771,130.5306311881188,130.5306311881188,133.176730334771,2.6460991466522046,-2.6460991466522046,18.826793499801823,14.502454261490406,9.908838684106222,10.040160642570282,57.70300333704115,59.875813128326435,0.453125,0.43846153846153846,0.28125,0.09230769230769231,0.4473684210526316,0.2857142857142857,0.7142857142857143,0.5526315789473685,0.5875,0.4125,0.5985663082437276,0.4014336917562724
2003,138,1112,96,1211,95,N,2,34,74,7,24,21,29,18,29,18,9,7,4,20,34,77,11,30,16,21,16,27,20,11,5,5,25,110,117,76.32,74.6496,77.9904,147.35510973936897,150.01846381093057,150.01846381093057,147.35510973936897,-2.6633540715615993,2.6633540715615993,15.822784810126581,17.059024223814397,7.911392405063291,9.38246332309792,63.393268787459654,67.8339517625232,0.5067567567567568,0.512987012987013,0.3918918918918919,0.2727272727272727,0.4,0.35555555555555557,0.6444444444444445,0.6,0.5222222222222223,0.4777777777777778,0.5064599483204134,0.4935400516795866
2003,138,1163,85,1390,74,N,0,31,68,6,10,17,21,17,26,12,9,4,1,13,27,62,8,23,12,17,11,22,12,11,2,6,18,97,90,66.5856,66.4704,66.7008,145.92961679183517,134.9309153713299,134.9309153713299,145.92961679183517,10.998701420505284,-10.998701420505284,12.21498371335505,12.975778546712803,9.161237785016286,11.89446366782007,62.791299844640086,64.76683937823834,0.5,0.5,0.3088235294117647,0.27419354838709675,0.4358974358974359,0.2972972972972973,0.7027027027027027,0.5641025641025641,0.5657894736842105,0.4342105263157895,0.5647840531561462,0.43521594684385384
2003,138,1181,86,1141,60,N,0,32,52,10,15,12,16,4,23,14,11,15,9,18,21,57,8,17,10,14,14,19,8,21,4,2,14,106,76,65.376,63.3984,67.3536,167.1966484958611,112.83732421132649,112.83732421132649,167.1966484958611,54.35932428453461,-54.35932428453461,16.658733936220848,8.680555555555555,13.089005235602096,22.786458333333336,89.76964769647697,60.16466117796074,0.7115384615384616,0.43859649122807015,0.3076923076923077,0.24561403508771928,0.17391304347826086,0.3783783783783784,0.6216216216216216,0.8260869565217391,0.45,0.55,0.735973597359736,0.264026402640264
2003,138,1242,108,1113,76,N,0,40,59,5,9,23,34,12,28,21,13,6,6,20,28,69,4,15,16,23,17,14,11,11,7,5,21,118,84,71.0784,71.9616,70.1952,163.97634293845607,119.66630196936543,119.66630196936543,163.97634293845607,44.310040969090636,-44.310040969090636,19.451648758799553,10.878164556962025,12.041496850685439,10.878164556962025,79.7728501892915,53.083923154701715,0.7203389830508474,0.43478260869565216,0.576271186440678,0.3333333333333333,0.46153846153846156,0.37777777777777777,0.6222222222222222,0.5384615384615384,0.5633802816901409,0.43661971830985913,0.7168674698795181,0.28313253012048195
2003,138,1266,101,1281,92,N,1,35,62,12,18,19,20,8,25,18,12,6,0,20,31,72,15,36,15,19,18,20,19,12,4,4,17,125,122,71.5968,71.80799999999999,71.3856,174.07531194295902,170.90281513358437,170.90281513358437,174.07531194295902,3.1724968093746497,-3.1724968093746497,17.857142857142858,17.061781609195403,11.904761904761905,10.775862068965518,88.2768361581921,75.90841214534595,0.6612903225806451,0.5347222222222222,0.3225806451612903,0.2638888888888889,0.2857142857142857,0.4186046511627907,0.5813953488372093,0.7142857142857143,0.4647887323943662,0.5352112676056338,0.5363636363636364,0.4636363636363636
2003,138,1323,68,1228,60,N,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10,94,70,66.3552,66.432,66.2784,141.4980732177264,105.61510235612204,105.61510235612204,141.4980732177264,35.88297086160435,-35.88297086160435,13.921113689095128,13.181019332161686,12.761020881670532,9.885764499121265,74.36708860759494,49.97144488863506,0.5163934426229508,0.3888888888888889,0.08196721311475409,0.25396825396825395,0.1388888888888889,0.23809523809523808,0.7619047619047619,0.8611111111111112,0.47435897435897434,0.5256410256410257,0.5912162162162162,0.40878378378378377
2003,138,1328,74,1143,65,N,0,26,51,7,13,15,24,13,23,16,12,2,2,15,27,52,5,16,6,12,6,18,6,9,5,4,23,88,75,58.0032,58.1376,57.8688,151.36503742844562,129.60351692103518,129.60351692103518,151.36503742844562,21.761520507410438,-21.761520507410438,17.86511835640911,8.301051466519093,13.398838767306833,12.451577199778638,71.47498375568551,65.46787709497207,0.5784313725490197,0.5673076923076923,0.47058823529411764,0.23076923076923078,0.41935483870967744,0.20689655172413793,0.7931034482758621,0.5806451612903226,0.6,0.4,0.6213991769547325,0.3786008230452675
2003,138,1458,61,1409,60,N,0,22,57,6,22,11,17,10,22,12,5,5,3,11,26,59,3,11,5,5,11,30,12,11,1,3,16,73,66,57.9264,57.1008,58.752,127.84409325263395,112.33660130718954,112.33660130718954,127.84409325263395,15.507491945444414,-15.507491945444414,14.727540500736376,14.251781472684085,6.136475208640157,13.064133016627078,56.606699751861036,53.92156862745098,0.43859649122807015,0.4661016949152542,0.2982456140350877,0.0847457627118644,0.25,0.3333333333333333,0.6666666666666666,0.75,0.4383561643835616,0.5616438356164384,0.5234042553191489,0.4765957446808511
2003,139,1120,68,1448,62,N,0,24,56,4,19,16,20,12,21,11,14,9,6,18,18,49,8,23,18,21,12,23,5,18,7,7,23,76,78,62.89919999999999,64.128,61.670399999999994,118.51297405189621,126.47882938978832,126.47882938978832,118.51297405189621,-7.965855337892108,7.965855337892108,12.24944320712695,6.154603643525356,15.590200445434299,22.156573116691284,58.641975308641975,66.96428571428571,0.4642857142857143,0.4489795918367347,0.35714285714285715,0.42857142857142855,0.34285714285714286,0.36363636363636365,0.6363636363636364,0.6571428571428571,0.4852941176470588,0.5147058823529411,0.5497630331753555,0.45023696682464454
2003,139,1139,79,1257,71,N,0,27,52,14,22,11,19,10,18,21,12,6,2,11,28,54,11,25,4,4,8,19,13,14,8,2,21,107,93,59.577600000000004,59.8656,59.2896,178.73369681419712,156.85718911917098,156.85718911917098,178.73369681419712,21.876507695026135,-21.876507695026135,22.493573264781492,15.708071532141133,12.853470437017995,16.91638472692122,88.63485752153744,83.39311334289813,0.6538461538461539,0.6203703703703703,0.36538461538461536,0.07407407407407407,0.3448275862068966,0.3076923076923077,0.6923076923076923,0.6551724137931034,0.509090909090909,0.4909090909090909,0.5698324022346368,0.4301675977653631
2003,139,1246,74,1428,54,N,0,26,55,4,13,18,18,13,22,11,13,4,3,16,19,48,4,14,12,16,8,14,8,16,7,2,19,82,62,60.460800000000006,60.4032,60.51840000000001,135.75439711803347,102.44818104906936,102.44818104906936,135.75439711803347,33.306216068964105,-33.306216068964105,12.655315232397607,10.121457489878544,14.95628163828808,20.24291497975709,65.16211061665607,56.32267441860465,0.509090909090909,0.4375,0.32727272727272727,0.3333333333333333,0.48148148148148145,0.26666666666666666,0.7333333333333333,0.5185185185185185,0.6140350877192983,0.38596491228070173,0.711340206185567,0.28865979381443296
2003,139,1268,77,1462,64,N,0,30,58,3,13,14,17,7,32,19,8,2,6,21,20,57,7,18,17,24,8,20,12,7,2,0,16,83,78,63.8592,63.8208,63.8976,130.0516446048937,122.0703125,122.0703125,130.0516446048937,7.98133210489371,-7.98133210489371,20.544982698961938,13.863216266173753,8.650519031141869,8.086876155268023,63.37813072693952,57.72646536412078,0.5431034482758621,0.41228070175438597,0.29310344827586204,0.42105263157894735,0.25925925925925924,0.2,0.8,0.7407407407407407,0.582089552238806,0.417910447761194,0.6273764258555133,0.3726235741444867
